Section_name,original_text,proposed_revision,justification,edit_type,diff_output
"Page 6, Executive Summary (Section 2)",,"Control System / BMS: Safety change to Green, Operation / Cost change to Green","Both are rated Green. Section 3.1 states the primary controls were renewed in 2023, and the services are in 'good visual condition', 'routinely tested/maintained', and 'should remain serviceable into the long term'. The missing statutory documentation is viewed as an administrative issue to be resolved, not an immediate operational or safety threat in this lenient perspective.",RAG suggestion (lenient),
"Page 6, Executive Summary (Section 2)",,"Electrical Supply & Distribution: Safety change to Green, Operation / Cost change to Green","Both are rated Green. Section 3.2 describes the services as in 'good visual condition' and considers them 'serviceable into the long term'. From a lenient perspective, the age (2005 installation) and missing statutory documentation (Section 3.2) are noted but not escalated to amber given the positive visual assessment and presumed operational status.",RAG suggestion (lenient),
"Page 6, Executive Summary (Section 2)",,"Standby & Back-up Power: Safety change to Green, Operation / Cost change to Green","Both are rated Green. Section 3.2 confirms a secondary supply for essential life safety systems, and no specific issues or costs are identified in the report for this system, indicating satisfactory condition.",RAG suggestion (lenient),
"Page 6, Executive Summary (Section 2)",,"Small Power, Lighting, Emergency Lighting & Lighting Control: Safety change to Green, Operation / Cost change to Green","Both are rated Green. Section 3.2 confirms the installation was part of the 2023 refurbishment and is in 'good visual condition', 'routinely tested/maintained', and 'should remain serviceable into the long term'. The missing statutory documentation (Section 3.2) is considered an administrative matter to be addressed rather than a critical system failure.",RAG suggestion (lenient),
"Page 6, Executive Summary (Section 2)",,"Fire Detection & Alarm System: Safety change to Green, Operation / Cost change to Green","Both are rated Green. Section 3.3 confirms the system was installed in 2023, is in 'good visual condition', 'routinely tested/maintained', and 'should remain serviceable into the long term'. The missing statutory documentation (Section 3.3) is considered an administrative issue to resolve, not a critical operational or safety defect in this lenient view.",RAG suggestion (lenient),
"Page 6, Executive Summary (Section 2)",,"Other Fire Protection Services: Safety change to Green, Operation / Cost change to Green","Both are rated Green. Section 3.3 states the sprinkler system was installed in 2023, and the dry riser (2005) is in 'good visual condition' and 'routinely tested/maintained', considered serviceable long term. Fire extinguishers are present. The missing documentation (Section 3.3) is treated as an administrative follow-up.",RAG suggestion (lenient),
"Page 6, Executive Summary (Section 2)",,"Public Health: Safety change to Green, Operation / Cost change to Amber","Safety is Green because Section 3.4 states 'No concerns were raised with the below ground drainage'. Operation/Cost is Amber, solely due to the £1,500 cost in the Further Investigation table (page 9) for the recommended 'specialist underground CCTV survey' (Section 3.4), which is a minor, specific investigative cost.",RAG suggestion (lenient),
"Page 6, Executive Summary (Section 2)",,"Domestic Water Services: Safety change to Green, Operation / Cost change to Green","Both are rated Green. Section 3.4 states the primary services were renewed in 2023 and are in 'good visual condition', 'routinely tested/maintained', and 'should remain serviceable into the long term'. The missing statutory documentation (Section 3.4) is considered an administrative issue in this lenient context.",RAG suggestion (lenient),
"Page 6, Executive Summary (Section 2)",,"Miscellaneous: Safety change to Green, Operation / Cost change to Green","Both are rated Green as no significant safety or operational issues were noted for fuel supply and storage in Section 3.4, or under other general services in Section 2.",RAG suggestion (lenient),
"Page 6, Executive Summary (Section 2)",,"Documentation: Safety change to Amber, Operation / Cost change to Amber","Both are rated Amber. While Section 3.8 highlights numerous missing documents ('N'), the report ends with 'These documents have been requested from the company digital data hub for review.' (page 23). A lenient perspective assumes these documents exist and can be provided, making it a significant but resolvable administrative task, rather than a critical system failure.",RAG suggestion (lenient),
"Page 6, Executive Summary (Section 2)",,"Vertical Transportation: Safety change to Green, Operation / Cost change to Green","Both are rated Green. Section 3.5 states the lifts are in 'good visual condition', 'routinely tested/maintained', and 'should remain serviceable into the long term'. The Aparthotel lifts are 'currently undergoing major refurbishment due to be complete spring 2025', which indicates that any potential issues are already being addressed through ongoing capital works. The missing statutory documentation (Section 3.5) is considered an administrative matter in this lenient interpretation.",RAG suggestion (lenient),
"Page 6, Executive Summary (Section 2)",,"Energy & Sustainability: Safety change to Amber, Operation / Cost change to Green","Safety is Amber because Section 3.6 notes that several EPCs for Cove Apartments are 'Expired' or 'No EPC on National Database', which are legal compliance issues that need to be addressed. Operation/Cost is Green as the main EPC (B48) is good, and the remaining issues are primarily related to documentation compliance rather than significant operational costs.",RAG suggestion (lenient),
"Page 6, Executive Summary (Section 2)","The building was constructed circa 2005 with the current Aparthotel and Cove Apartments refurbishment works undertaken in 2023. All engineering services date from the original 2005 construction and 2023 refurbishment.All of the services have been installed to a good standard commensurate with recognised industry standards applicable at the time of installation and are in a fair visual condition. CIBSE Guide M Maintenance Engineering and Management Appendix 13.A1: Indicative Life Expectancy Factors suggests that the economic life of the many of building services installation is in the region of 8-20 years with an economic life of 20-30 years for main electrical switchgear. However, services will often function beyond this but could be prone to obsolescence.The engineering services comprising heating, cooling, hot and cold domestic water services, low voltage electrical distribution systems, lighting and small power systems, sprinkler and fire alarm systems have all been subject to upgrades and renewal as part of the 2023 aparthotel refurbishments. The engineering services are in a good visual condition, installed to a good standard commensurate with recognised industry standards applicable at the time of installation. The engineering systems are routinely tested/maintained. Statutory test documentation was not available on site, nor on the company digital data hub. It is considered that this plant should remain serviceable into the long term.The Aparthotel is provided with a pair of passenger lifts and goods lift. Cove Apartments is provided with a single passenger lift. The lifts within the Aparthotel are currently undergoing major refurbishment due to be complete spring 2025. The passenger lift in Cove Apartments has had some refurbishment works undertaken. The lifts are in a good visual condition, installed to a good standard commensurate with recognised industry standards applicable at the time of installation. The lifts are routinely tested/maintained. Statutory test documentation was not available on site, nor on the company digital data hub. It is considered that the lifts should remain serviceable into the long term.The complete VRV heating/cooling condenser installation was installed as part of the aparthotel refurbishment in 2023. The services are considered to be in a fair visual condition. Physical access to maintain the units is poor and access around the units is restricted. An allowance has been made to improve access to and around the units.","The property, originally constructed in 2005, underwent refurbishment in 2023 for the Aparthotel and Cove Apartments. It is critical to note that all engineering services are a mix of original 2005 installations and 2023 refurbishments, implying a varied remaining useful life and potential for inherited issues from older components. While services generally appear in fair visual condition and were installed to acceptable standards for their time, a significant future capital liability is identified. CIBSE Guide M indicates that many building services have an economic life of 8-20 years, with main electrical switchgear at 20-30 years. This means a substantial portion of the existing infrastructure is approaching or has exceeded its economic lifespan, making it highly prone to obsolescence and requiring costly replacement in the short to medium term. Despite recent 2023 refurbishments covering heating, cooling, domestic water, electrical distribution, lighting, small power, sprinkler, and fire alarm systems, a critical compliance and liability gap exists. While visually in good condition and installed to acceptable standards, the complete absence of statutory test documentation on-site and from the company digital data hub for these routinely tested/maintained systems represents a significant unquantified risk. The purchaser will inherit the immediate liability to obtain or re-certify all missing documentation to ensure regulatory compliance and avoid potential penalties. The Aparthotel features two passenger lifts and one goods lift, with Cove Apartments having a single passenger lift. While the Aparthotel lifts are undergoing major refurbishment (due Spring 2025) and the Cove Apartments lift has seen some upgrades, a critical liability is the complete absence of statutory test documentation on-site and from the company digital data hub. Despite their good visual condition and routine maintenance, the purchaser will inherit the immediate responsibility and cost to obtain or re-certify all missing statutory lift documentation to ensure legal compliance and operational safety. The 2023 VRV heating/cooling condenser installation, while new, presents an immediate operational liability. Physical access for maintenance is severely restricted, creating a significant ongoing cost and risk of premature system failure due to inadequate servicing. The purchaser will incur direct costs to implement the necessary access improvements, which have already been identified and budgeted for, to ensure proper maintenance and prevent warranty invalidation.","The language emphasizes 'liabilities,' 'risks,' and 'significant costs' from the buyer's perspective. It frames unverified information or future issues as immediate concerns for the new owner, providing leverage for negotiation.",Tone - Pre-Acquisition Due Diligence (For the Buyer),
"Page 6, Executive Summary (Section 2)","The building was constructed circa 2005 with the current Aparthotel and Cove Apartments refurbishment works undertaken in 2023. All engineering services date from the original 2005 construction and 2023 refurbishment.All of the services have been installed to a good standard commensurate with recognised industry standards applicable at the time of installation and are in a fair visual condition. CIBSE Guide M Maintenance Engineering and Management Appendix 13.A1: Indicative Life Expectancy Factors suggests that the economic life of the many of building services installation is in the region of 8-20 years with an economic life of 20-30 years for main electrical switchgear. However, services will often function beyond this but could be prone to obsolescence.The engineering services comprising heating, cooling, hot and cold domestic water services, low voltage electrical distribution systems, lighting and small power systems, sprinkler and fire alarm systems have all been subject to upgrades and renewal as part of the 2023 aparthotel refurbishments. The engineering services are in a good visual condition, installed to a good standard commensurate with recognised industry standards applicable at the time of installation. The engineering systems are routinely tested/maintained. Statutory test documentation was not available on site, nor on the company digital data hub. It is considered that this plant should remain serviceable into the long term.The Aparthotel is provided with a pair of passenger lifts and goods lift. Cove Apartments is provided with a single passenger lift. The lifts within the Aparthotel are currently undergoing major refurbishment due to be complete spring 2025. The passenger lift in Cove Apartments has had some refurbishment works undertaken. The lifts are in a good visual condition, installed to a good standard commensurate with recognised industry standards applicable at the time of installation. The lifts are routinely tested/maintained. Statutory test documentation was not available on site, nor on the company digital data hub. It is considered that the lifts should remain serviceable into the long term.The complete VRV heating/cooling condenser installation was installed as part of the aparthotel refurbishment in 2023. The services are considered to be in a fair visual condition. Physical access to maintain the units is poor and access around the units is restricted. An allowance has been made to improve access to and around the units.","The asset, developed in approximately 2005, received significant refurbishment in 2023 for its Aparthotel and Cove Apartments components. The engineering services represent a hybrid of original 2005 installations and 2023 upgrades, requiring a nuanced assessment of their collective operational integrity and long-term capital expenditure implications. The installed services exhibit a fair visual condition and align with industry standards prevalent at their respective installation times. However, a material risk of accelerated obsolescence exists. CIBSE Guide M indicates typical economic lifespans of 8-20 years for general building services and 20-30 years for main electrical switchgear. This suggests that a significant portion of the asset's mechanical and electrical plant may require substantial capital investment for replacement within the loan term, impacting future cash flows and asset valuation. The core engineering services, including HVAC, domestic water, electrical distribution, lighting, and fire protection systems, benefited from upgrades and renewals during the 2023 aparthotel refurbishments. These systems present in good visual condition and meet recognized industry standards. However, a material compliance risk is identified due to the complete absence of statutory test documentation, both on-site and within the digital data hub. This lack of verifiable records for routinely tested systems poses a significant challenge to demonstrating ongoing regulatory compliance and could impact the asset's operational stability and insurability. The property benefits from a comprehensive vertical transportation system, including two passenger lifts and a goods lift in the Aparthotel (currently undergoing major refurbishment, completion Spring 2025) and a passenger lift in Cove Apartments (partially refurbished). While visually in good condition and maintained to industry standards, a material compliance risk is identified due to the complete absence of statutory test documentation, both on-site and within the digital data hub. This deficiency impacts the verifiable safety and regulatory compliance of these critical systems, posing a potential risk to asset integrity and operational continuity. The VRV heating/cooling condenser installation, completed in 2023, is in fair visual condition. However, a material operational risk is identified due to poor physical access for maintenance, which could compromise the long-term performance and efficiency of the system. This restricted access may lead to increased maintenance costs or premature equipment degradation, impacting the asset's operational stability and requiring future capital outlay for access improvements.","The language is formal and risk-averse, focusing on 'asset integrity,' 'statutory compliance,' and 'operational stability.' Issues are framed as 'unquantified risks' or 'discernible financial and regulatory risks' to highlight potential threats to collateral value or repayment capacity.",Tone - Investment and Financing Due Diligence (For the Lender),
"Page 6, Executive Summary (Section 2)","The building was constructed circa 2005 with the current Aparthotel and Cove Apartments refurbishment works undertaken in 2023. All engineering services date from the original 2005 construction and 2023 refurbishment.All of the services have been installed to a good standard commensurate with recognised industry standards applicable at the time of installation and are in a fair visual condition. CIBSE Guide M Maintenance Engineering and Management Appendix 13.A1: Indicative Life Expectancy Factors suggests that the economic life of the many of building services installation is in the region of 8-20 years with an economic life of 20-30 years for main electrical switchgear. However, services will often function beyond this but could be prone to obsolescence.The engineering services comprising heating, cooling, hot and cold domestic water services, low voltage electrical distribution systems, lighting and small power systems, sprinkler and fire alarm systems have all been subject to upgrades and renewal as part of the 2023 aparthotel refurbishments. The engineering services are in a good visual condition, installed to a good standard commensurate with recognised industry standards applicable at the time of installation. The engineering systems are routinely tested/maintained. Statutory test documentation was not available on site, nor on the company digital data hub. It is considered that this plant should remain serviceable into the long term.The Aparthotel is provided with a pair of passenger lifts and goods lift. Cove Apartments is provided with a single passenger lift. The lifts within the Aparthotel are currently undergoing major refurbishment due to be complete spring 2025. The passenger lift in Cove Apartments has had some refurbishment works undertaken. The lifts are in a good visual condition, installed to a good standard commensurate with recognised industry standards applicable at the time of installation. The lifts are routinely tested/maintained. Statutory test documentation was not available on site, nor on the company digital data hub. It is considered that the lifts should remain serviceable into the long term.The complete VRV heating/cooling condenser installation was installed as part of the aparthotel refurbishment in 2023. The services are considered to be in a fair visual condition. Physical access to maintain the units is poor and access around the units is restricted. An allowance has been made to improve access to and around the units.","The building, originally built in 2005, benefited from comprehensive refurbishment works in 2023 for both the Aparthotel and Cove Apartments. The engineering services are a blend of original 2005 installations and 2023 upgrades, providing a foundation for ongoing operational efficiency and future planning. The services are in fair visual condition and were installed to a good standard. For strategic planning, it is important to note CIBSE Guide M's indicative economic life factors: 8-20 years for many building services and 20-30 years for main electrical switchgear. While systems may operate beyond these periods, proactive planning for potential obsolescence and future capital expenditure is recommended to maintain optimal performance and avoid unexpected costs. The comprehensive engineering services, including HVAC, domestic water, electrical, and fire systems, were significantly upgraded and renewed during the 2023 aparthotel refurbishments. These systems are in good visual condition and meet current industry standards, benefiting from routine testing and maintenance. To ensure full compliance and robust record-keeping, it is recommended that all statutory test documentation, currently unavailable on-site or on the digital data hub, be promptly compiled and stored centrally. This will support long-term serviceability and operational transparency. The Aparthotel is equipped with two passenger lifts and a goods lift, and Cove Apartments with a single passenger lift. The Aparthotel lifts are currently undergoing major refurbishment, scheduled for completion in Spring 2025, and the Cove Apartments lift has received refurbishment works, enhancing their operational life. All lifts are in good visual condition and routinely maintained. To ensure comprehensive compliance and facilitate future asset management, it is recommended that all statutory test documentation, currently unavailable on-site or digitally, be promptly compiled and centrally stored. The VRV heating/cooling condenser installation, a key component of the 2023 aparthotel refurbishment, is in fair visual condition. To optimize maintenance efficiency and ensure the longevity of these units, it is recommended that the planned allowance for improving physical access to and around the units is actioned promptly. This will facilitate routine servicing and enhance overall system performance.","The language is collaborative, advisory, and constructive, focusing on 'recommendations,' 'opportunities for improvement,' and 'future budgetary planning.' Issues are framed as areas for proactive management to enhance efficiency and mitigate risk.",Tone - Asset Management & Strategic Planning (For the Current Owner),
"Page 6, Executive Summary (Section 2)","The building was constructed circa 2005 with the current Aparthotel and Cove Apartments refurbishment works undertaken in 2023. All engineering services date from the original 2005 construction and 2023 refurbishment.All of the services have been installed to a good standard commensurate with recognised industry standards applicable at the time of installation and are in a fair visual condition. CIBSE Guide M Maintenance Engineering and Management Appendix 13.A1: Indicative Life Expectancy Factors suggests that the economic life of the many of building services installation is in the region of 8-20 years with an economic life of 20-30 years for main electrical switchgear. However, services will often function beyond this but could be prone to obsolescence.The engineering services comprising heating, cooling, hot and cold domestic water services, low voltage electrical distribution systems, lighting and small power systems, sprinkler and fire alarm systems have all been subject to upgrades and renewal as part of the 2023 aparthotel refurbishments. The engineering services are in a good visual condition, installed to a good standard commensurate with recognised industry standards applicable at the time of installation. The engineering systems are routinely tested/maintained. Statutory test documentation was not available on site, nor on the company digital data hub. It is considered that this plant should remain serviceable into the long term.The Aparthotel is provided with a pair of passenger lifts and goods lift. Cove Apartments is provided with a single passenger lift. The lifts within the Aparthotel are currently undergoing major refurbishment due to be complete spring 2025. The passenger lift in Cove Apartments has had some refurbishment works undertaken. The lifts are in a good visual condition, installed to a good standard commensurate with recognised industry standards applicable at the time of installation. The lifts are routinely tested/maintained. Statutory test documentation was not available on site, nor on the company digital data hub. It is considered that the lifts should remain serviceable into the long term.The complete VRV heating/cooling condenser installation was installed as part of the aparthotel refurbishment in 2023. The services are considered to be in a fair visual condition. Physical access to maintain the units is poor and access around the units is restricted. An allowance has been made to improve access to and around the units.","The property, constructed in 2005, has recently undergone significant refurbishment in 2023 for the Aparthotel and Cove Apartments, ensuring modern standards. All engineering services reflect this recent investment, being either new from 2023 or well-maintained original 2005 installations, presenting a strong asset profile. The services are in good visual condition and were installed to a high standard, reflecting robust maintenance. While CIBSE Guide M provides indicative economic life factors (8-20 years for general services, 20-30 years for main electrical switchgear), the current operational status and visual condition suggest continued reliable performance, minimizing immediate buyer concerns regarding system longevity. The engineering services, encompassing heating, cooling, domestic water, electrical distribution, lighting, small power, sprinkler, and fire alarm systems, have all been recently upgraded and renewed as part of the 2023 aparthotel refurbishments. These systems are in good visual condition, installed to a high standard, and are routinely tested/maintained, indicating excellent operational health. To proactively address potential buyer inquiries, it is strongly recommended that all statutory test documentation, currently not available on-site or digitally, be immediately compiled and made accessible to demonstrate full compliance and enhance the asset's market appeal. The vertical transportation systems, including two passenger lifts and a goods lift in the Aparthotel (undergoing major refurbishment for Spring 2025 completion) and a refurbished passenger lift in Cove Apartments, are in good visual condition and routinely maintained. These ongoing and completed refurbishments significantly enhance the asset's appeal. To proactively address buyer due diligence, it is strongly recommended that all statutory test documentation, currently not available on-site or digitally, be immediately compiled and presented to demonstrate full compliance and operational excellence. The VRV heating/cooling condenser installation, a recent 2023 refurbishment, is in fair visual condition. While current physical access for maintenance is noted as restricted, an allowance has already been made to improve this. Rectifying this access issue prior to marketing will eliminate a potential buyer concern regarding ongoing operational costs and demonstrate proactive asset management, further enhancing the property's value proposition.","The language is discreet, commercially aware, and solution-focused, framing issues as 'potential buyer concerns' or 'opportunities to strengthen the asset's market position.' It emphasizes proactive rectification to facilitate a smoother sale at a higher price.",Tone - Vendor Due Diligence (For the Seller),
"Page 6, Executive Summary (Section 2)","The building was constructed circa 2005 with the current Aparthotel and Cove Apartments refurbishment works undertaken in 2023. All engineering services date from the original 2005 construction and 2023 refurbishment.All of the services have been installed to a good standard commensurate with recognised industry standards applicable at the time of installation and are in a fair visual condition. CIBSE Guide M Maintenance Engineering and Management Appendix 13.A1: Indicative Life Expectancy Factors suggests that the economic life of the many of building services installation is in the region of 8-20 years with an economic life of 20-30 years for main electrical switchgear. However, services will often function beyond this but could be prone to obsolescence.The engineering services comprising heating, cooling, hot and cold domestic water services, low voltage electrical distribution systems, lighting and small power systems, sprinkler and fire alarm systems have all been subject to upgrades and renewal as part of the 2023 aparthotel refurbishments. The engineering services are in a good visual condition, installed to a good standard commensurate with recognised industry standards applicable at the time of installation. The engineering systems are routinely tested/maintained. Statutory test documentation was not available on site, nor on the company digital data hub. It is considered that this plant should remain serviceable into the long term.The Aparthotel is provided with a pair of passenger lifts and goods lift. Cove Apartments is provided with a single passenger lift. The lifts within the Aparthotel are currently undergoing major refurbishment due to be complete spring 2025. The passenger lift in Cove Apartments has had some refurbishment works undertaken. The lifts are in a good visual condition, installed to a good standard commensurate with recognised industry standards applicable at the time of installation. The lifts are routinely tested/maintained. Statutory test documentation was not available on site, nor on the company digital data hub. It is considered that the lifts should remain serviceable into the long term.The complete VRV heating/cooling condenser installation was installed as part of the aparthotel refurbishment in 2023. The services are considered to be in a fair visual condition. Physical access to maintain the units is poor and access around the units is restricted. An allowance has been made to improve access to and around the units.","The property, originally constructed circa 2005, underwent refurbishment for the Aparthotel and Cove Apartments in 2023. All engineering services are consequently a mix of 2005 and 2023 installations, requiring a detailed assessment of their remaining useful life and potential liabilities. While services generally appear in fair visual condition and were installed to a recognized standard, CIBSE Guide M indicates that many building services installations have an economic life of 8-20 years, with main electrical switchgear at 20-30 years. This suggests a significant portion of the 2005 installations are nearing or have exceeded their economic life, presenting a future capital expenditure liability due to obsolescence. Key engineering services, including heating, cooling, domestic water, electrical distribution, lighting, sprinkler, and fire alarm systems, were subject to upgrades or renewal in the 2023 refurbishment. Despite a fair visual condition, a critical risk is identified: statutory test documentation for these systems was not available on site or on the company digital data hub. This absence represents a significant compliance gap and potential liability, as the purchaser will inherit the responsibility to ensure these systems meet regulatory requirements, potentially incurring immediate costs for retrospective testing and certification. The Aparthotel features a pair of passenger lifts and a goods lift, currently undergoing major refurbishment expected to conclude in Spring 2025, indicating an ongoing capital project. Cove Apartments has a single passenger lift with some refurbishment works completed. While visually in fair condition, a material risk is noted: statutory test documentation for all lifts was not available on site or on the company digital data hub. This lack of critical safety documentation presents a compliance liability and potential for immediate costs to verify operational safety and regulatory adherence. The VRV heating/cooling condenser installation, part of the 2023 refurbishment, is in fair visual condition. However, a significant operational and maintenance liability exists due to poor physical access and restricted space around the units. This will inevitably lead to increased maintenance costs, potential for reduced service life, and non-compliance with safe working practices. An allowance has been made to improve access, indicating a known, unaddressed capital expenditure.","The language emphasizes 'liabilities,' 'risks,' and 'significant costs' from the buyer's perspective. It frames unverified information or future issues as immediate concerns for the new owner, providing leverage for negotiation.",Tone - Pre-Acquisition Due Diligence (For the Buyer),
"Page 6, Executive Summary (Section 2)","The building was constructed circa 2005 with the current Aparthotel and Cove Apartments refurbishment works undertaken in 2023. All engineering services date from the original 2005 construction and 2023 refurbishment.All of the services have been installed to a good standard commensurate with recognised industry standards applicable at the time of installation and are in a fair visual condition. CIBSE Guide M Maintenance Engineering and Management Appendix 13.A1: Indicative Life Expectancy Factors suggests that the economic life of the many of building services installation is in the region of 8-20 years with an economic life of 20-30 years for main electrical switchgear. However, services will often function beyond this but could be prone to obsolescence.The engineering services comprising heating, cooling, hot and cold domestic water services, low voltage electrical distribution systems, lighting and small power systems, sprinkler and fire alarm systems have all been subject to upgrades and renewal as part of the 2023 aparthotel refurbishments. The engineering services are in a good visual condition, installed to a good standard commensurate with recognised industry standards applicable at the time of installation. The engineering systems are routinely tested/maintained. Statutory test documentation was not available on site, nor on the company digital data hub. It is considered that this plant should remain serviceable into the long term.The Aparthotel is provided with a pair of passenger lifts and goods lift. Cove Apartments is provided with a single passenger lift. The lifts within the Aparthotel are currently undergoing major refurbishment due to be complete spring 2025. The passenger lift in Cove Apartments has had some refurbishment works undertaken. The lifts are in a good visual condition, installed to a good standard commensurate with recognised industry standards applicable at the time of installation. The lifts are routinely tested/maintained. Statutory test documentation was not available on site, nor on the company digital data hub. It is considered that the lifts should remain serviceable into the long term.The complete VRV heating/cooling condenser installation was installed as part of the aparthotel refurbishment in 2023. The services are considered to be in a fair visual condition. Physical access to maintain the units is poor and access around the units is restricted. An allowance has been made to improve access to and around the units.","The asset was originally constructed circa 2005, with significant refurbishment works for the Aparthotel and Cove Apartments completed in 2023. The engineering services represent a hybrid of these two installation periods, necessitating a clear understanding of their remaining operational lifespan to assess asset value and future capital expenditure requirements. Services generally present in fair visual condition, installed to recognized industry standards. However, CIBSE Guide M indicates an economic life of 8-20 years for general building services and 20-30 years for main electrical switchgear. This suggests that a portion of the 2005 installations may be approaching or have exceeded their economic viability, introducing a long-term capital replacement risk that could impact the asset's sustained operational performance. The engineering services, including heating, cooling, domestic water, electrical distribution, lighting, sprinkler, and fire alarm systems, underwent upgrades or renewal during the 2023 refurbishment. While visually in fair condition and routinely maintained, a critical compliance gap was identified: statutory test documentation was not available on site or via the company digital data hub. This absence represents a material risk to statutory compliance and operational stability, as it precludes independent verification of system safety and performance, potentially impacting the asset's insurable value and regulatory standing. The Aparthotel is equipped with a pair of passenger lifts and a goods lift, currently undergoing major refurbishment with an anticipated completion in Spring 2025, indicating ongoing capital investment. Cove Apartments includes a single passenger lift that has also received some refurbishment. While visually in fair condition and routinely maintained, a significant documentation deficiency was noted: statutory test documentation for these vertical transportation systems was not available on site or via the company digital data hub. This lack of verifiable safety records constitutes a material compliance risk, potentially impacting the asset's operational continuity and exposing the operator to regulatory scrutiny. The VRV heating/cooling condenser installation, a component of the 2023 refurbishment, is in fair visual condition. However, a notable operational constraint exists due to poor physical access and restricted space around the units for maintenance. This condition could lead to suboptimal maintenance practices, increased operational costs, and potentially a reduced service life for critical plant, thereby impacting the long-term asset value and operational efficiency.","The language is formal and risk-averse, focusing on 'asset integrity,' 'statutory compliance,' and 'operational stability.' Issues are framed as 'unquantified risks' or 'discernible financial and regulatory risks' to highlight potential threats to collateral value or repayment capacity.",Tone - Investment and Financing Due Diligence (For the Lender),
"Page 6, Executive Summary (Section 2)","The building was constructed circa 2005 with the current Aparthotel and Cove Apartments refurbishment works undertaken in 2023. All engineering services date from the original 2005 construction and 2023 refurbishment.All of the services have been installed to a good standard commensurate with recognised industry standards applicable at the time of installation and are in a fair visual condition. CIBSE Guide M Maintenance Engineering and Management Appendix 13.A1: Indicative Life Expectancy Factors suggests that the economic life of the many of building services installation is in the region of 8-20 years with an economic life of 20-30 years for main electrical switchgear. However, services will often function beyond this but could be prone to obsolescence.The engineering services comprising heating, cooling, hot and cold domestic water services, low voltage electrical distribution systems, lighting and small power systems, sprinkler and fire alarm systems have all been subject to upgrades and renewal as part of the 2023 aparthotel refurbishments. The engineering services are in a good visual condition, installed to a good standard commensurate with recognised industry standards applicable at the time of installation. The engineering systems are routinely tested/maintained. Statutory test documentation was not available on site, nor on the company digital data hub. It is considered that this plant should remain serviceable into the long term.The Aparthotel is provided with a pair of passenger lifts and goods lift. Cove Apartments is provided with a single passenger lift. The lifts within the Aparthotel are currently undergoing major refurbishment due to be complete spring 2025. The passenger lift in Cove Apartments has had some refurbishment works undertaken. The lifts are in a good visual condition, installed to a good standard commensurate with recognised industry standards applicable at the time of installation. The lifts are routinely tested/maintained. Statutory test documentation was not available on site, nor on the company digital data hub. It is considered that the lifts should remain serviceable into the long term.The complete VRV heating/cooling condenser installation was installed as part of the aparthotel refurbishment in 2023. The services are considered to be in a fair visual condition. Physical access to maintain the units is poor and access around the units is restricted. An allowance has been made to improve access to and around the units.","The building, originally constructed in 2005, benefited from comprehensive refurbishment works for the Aparthotel and Cove Apartments in 2023. This blend of original and newly installed engineering services provides a foundation for ongoing operational planning. The services are generally in fair visual condition and were installed to a good industry standard. For strategic planning, it's important to note that CIBSE Guide M suggests an economic life of 8-20 years for many building services and 20-30 years for main electrical switchgear. This guidance should inform future capital expenditure forecasting to proactively address potential obsolescence and ensure long-term asset performance. The engineering services, including heating, cooling, domestic water, electrical distribution, lighting, sprinkler, and fire alarm systems, were upgraded or renewed during the 2023 aparthotel refurbishments. These systems are in good visual condition and are routinely tested/maintained. To enhance compliance and operational transparency, we recommend a review of the statutory test documentation, as it was not available on site or on the company digital data hub. Ensuring these records are accessible will support ongoing asset management and demonstrate due diligence. The Aparthotel's passenger and goods lifts are currently undergoing major refurbishment, with completion anticipated in Spring 2025, representing a significant investment in vertical transportation. The Cove Apartments' passenger lift has also received refurbishment. These lifts are in good visual condition and are routinely tested/maintained. To strengthen operational oversight and compliance, we advise consolidating all statutory test documentation, as it was not available on site or on the company digital data hub. This will ensure comprehensive records are readily available for future audits and maintenance planning. The VRV heating/cooling condenser installation, completed as part of the 2023 refurbishment, is in fair visual condition. To optimize maintenance efficiency and extend the service life of these units, we recommend addressing the poor physical access and restricted space around them. The existing allowance for access improvement should be actioned to facilitate safer and more effective routine maintenance.","The language is collaborative and advisory, focusing on 'recommendations,' 'opportunities for improvement,' and 'future budgetary planning.' Issues are framed as areas for proactive management and enhancement.",Tone - Asset Management & Strategic Planning (For the Current Owner),
